1.308997 0 0.000000 0.367208 0.106408108588 3.530942e-05 2.319799e+03
1.308997 1 0.367208 0.522315 0.113653672178 7.582394e-06 2.330809e+03
1.308997 2 0.522315 0.643501 0.122162002550 8.507818e-06 2.317844e+03
1.308997 3 0.643501 0.747584 0.128447944955 1.255742e-05 2.344640e+03
1.308997 4 0.747584 0.841069 0.133056835856 1.424881e-05 2.318522e+03
1.308997 5 0.841069 0.927295 0.136360820487 -4.885459e-05 2.449473e+03
1.308997 6 0.927295 1.008260 0.138603193799 7.064374e-06 2.324642e+03
1.308997 7 1.008260 1.085278 0.139942816514 1.990897e-05 2.311093e+03
1.308997 8 1.085278 1.159279 0.140493583111 -6.377872e-06 2.306572e+03
1.308997 9 1.159279 1.230959 0.140337390984 2.270847e-06 2.417032e+03
1.308997 10 1.230959 1.300864 0.139531007642 -1.021497e-05 2.301970e+03
1.308997 11 1.300864 1.369438 0.138117840083 1.523918e-05 2.318827e+03
1.308997 12 1.369438 1.437065 0.136130529684 -4.994410e-07 2.309382e+03
1.308997 13 1.437065 1.504080 0.133589360376 -9.136159e-06 2.299042e+03
1.308997 14 1.504080 1.570796 0.130507825573 6.884367e-06 2.305942e+03
1.308997 15 1.570796 1.637512 0.126894835155 9.030194e-06 2.306777e+03
1.308997 16 1.637512 1.704528 0.122747453035 -1.976222e-06 2.432443e+03
1.308997 17 1.704528 1.772154 0.118061383906 -2.847165e-05 2.298467e+03
1.308997 18 1.772154 1.840729 0.112822128002 8.302126e-06 2.299516e+03
1.308997 19 1.840729 1.910633 0.107007611725 -2.151549e-05 2.383125e+03
1.308997 20 1.910633 1.982313 0.100586106097 -1.705308e-05 2.293864e+03
1.308997 21 1.982313 2.056314 0.093515989709 2.319136e-05 2.310654e+03
1.308997 22 2.056314 2.133333 0.085737030311 3.156353e-05 2.309332e+03
1.308997 23 2.133333 2.214297 0.077168227525 -4.805291e-05 2.303976e+03
1.308997 24 2.214297 2.300524 0.067698500915 -4.387893e-06 2.286486e+03
1.308997 25 2.300524 2.394008 0.057167097329 -7.629963e-06 2.302210e+03
1.308997 26 2.394008 2.498092 0.045330951968 4.533700e-06 2.304541e+03
1.308997 27 2.498092 2.619278 0.031817137772 2.209022e-05 2.303757e+03
1.308997 28 2.619278 2.774385 0.016081975057 -4.750220e-05 2.307602e+03
1.308997 29 2.774385 3.141593 0.001607890543 -1.398410e-04 2.325769e+03
