                 0.0        0.12566371582
                 1.0       0.125644753832
                 2.0       0.125587500435
                 3.0       0.125491135125
                 4.0       0.125357744114
                 5.0        0.12518553566
                 6.0       0.124975419235
                 7.0       0.124726667866
                 8.0       0.124440485904
                 9.0       0.124116207484
                10.0       0.123754888167
                11.0        0.12335441567
                12.0       0.122917823152
                13.0        0.12244292249
                14.0       0.121931493881
                15.0       0.121381655523
                16.0        0.12080726227
                17.0       0.120334202981
                18.0       0.120063489535
                19.0       0.120047862599
                20.0       0.120315636467
                21.0       0.120778348937
                22.0       0.121362991344
                23.0       0.122032021996
                24.0       0.122763631742
                25.0       0.123540883002
                26.0       0.124350698881
                27.0        0.12518342141
                28.0       0.126030805748
                29.0       0.126887292414
                30.0       0.127746078294
                31.0       0.128602340778
                32.0       0.129453984109
                33.0       0.130295044083
                34.0        0.13112430795
                35.0       0.131939521634
                36.0       0.132736767518
                37.0       0.133514983892
                38.0       0.134272174662
                39.0         0.1350063648
                40.0       0.135714601027
                41.0       0.136399682199
                42.0       0.137056557966
                43.0       0.137686272358
                44.0       0.138286329533
                45.0       0.138856922979
                46.0       0.139395719692
                47.0       0.139903970176
                48.0        0.14038009756
                49.0        0.14082262098
                50.0       0.141230781229
                51.0       0.141605948618
                52.0       0.141947173193
                53.0       0.142251619102
                54.0       0.142520787765
                55.0        0.14275492115
                56.0       0.142952566957
                57.0       0.143112631986
                58.0       0.143237328719
                59.0       0.143324015739
                60.0       0.143373405255
                61.0       0.143384221983
                62.0       0.143358520969
                63.0       0.143294312929
                64.0       0.143191799441
                65.0       0.143051289036
                66.0       0.142872535936
                67.0       0.142655601881
                68.0       0.142399458136
                69.0       0.142105054088
                70.0        0.14177356442
                71.0       0.141400887363
                72.0       0.140991320447
                73.0        0.14054279498
                74.0       0.140056450142
                75.0       0.139531007642
                76.0       0.138968182639
                77.0       0.138367086947
                78.0       0.137727138429
                79.0       0.137050835218
                80.0       0.136336317789
                81.0       0.135583083546
                82.0       0.134794136799
                83.0       0.133967946442
                84.0       0.133104240198
                85.0       0.132204930975
                86.0       0.131267450464
                87.0       0.130294833306
                88.0       0.129286536989
                89.0       0.128243320686
                90.0       0.127163388105
