1.378810 0 0.000000 0.130900 0.010212735681 1.277333e-05 2.345945e+03
1.378810 1 0.130900 0.261799 0.030426806769 -3.907223e-06 2.345208e+03
1.378810 2 0.261799 0.392699 0.055149630922 1.815184e-05 2.331328e+03
1.378810 3 0.392699 0.523599 0.085489111367 1.992778e-05 2.349177e+03
1.378810 4 0.523599 0.654498 0.118984988788 1.476572e-05 2.341247e+03
1.378810 5 0.654498 0.785398 0.153313006511 -1.722302e-05 2.352228e+03
1.378810 6 0.785398 0.916298 0.186120897757 1.114738e-05 2.324832e+03
1.378810 7 0.916298 1.047198 0.215173992984 -1.829593e-05 2.330336e+03
1.378810 8 1.047198 1.178097 0.238487336595 -7.696398e-06 2.352720e+03
1.378810 9 1.178097 1.308997 0.254468135082 -4.080835e-06 2.323905e+03
1.378810 10 1.308997 1.439897 0.262031636381 3.818796e-06 2.350988e+03
1.378810 11 1.439897 1.570796 0.260658589520 -1.270382e-05 2.324848e+03
1.378810 12 1.570796 1.701696 0.250447336592 1.424856e-05 2.321293e+03
1.378810 13 1.701696 1.832596 0.232088144423 8.096493e-06 2.358758e+03
1.378810 14 1.832596 1.963495 0.206837351102 -2.005717e-05 2.331628e+03
1.378810 15 1.963495 2.094395 0.176412233019 -8.620312e-06 2.330414e+03
1.378810 16 2.094395 2.225295 0.142887336649 -1.286653e-05 2.324499e+03
1.378810 17 2.225295 2.356194 0.108549545981 -1.656972e-05 2.320376e+03
1.378810 18 2.356194 2.487094 0.075738874451 2.675065e-05 2.360132e+03
1.378810 19 2.487094 2.617994 0.046696759770 -5.162116e-05 2.331388e+03
1.378810 20 2.617994 2.748894 0.023413860391 3.082096e-05 2.320254e+03
1.378810 21 2.748894 2.879793 0.007517693974 -4.206873e-05 2.345486e+03
1.378810 22 2.879793 3.010693 0.000484431895 6.130507e-07 2.320001e+03
1.378810 23 3.010693 3.141593 -0.000000000000 0.000000e+00 2.230912e+03
