# 31 columns: angles [deg], flux factor slices 0, ..., 29
0.000000000000000000e+00 3.432569403699999716e-02 1.014767841989999975e-01 1.641930363000000115e-01 2.197329494140000117e-01 2.656696925879999949e-01 2.999951873080000109e-01 3.212097583829999770e-01 3.283859172629999823e-01 3.212097975639999770e-01 2.999953748699999978e-01 2.656697166309999747e-01 2.197329774110000078e-01 1.641930184010000071e-01 1.014767760359999993e-01 3.432566446299999824e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 3.432043240299999937e-02 1.014614313699999937e-01 1.641679702920000039e-01 2.196994935450000130e-01 2.656294052750000079e-01 2.999496480619999739e-01 3.211611691280000236e-01 3.283360798830000093e-01 3.211609323949999872e-01 2.999490780319999939e-01 2.656291997799999915e-01 2.196996745389999950e-01 1.641679592720000080e-01 1.014613375409999935e-01 3.455989428600000218e-02 2.392334329999999958e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000000e+00 3.430472779899999825e-02 1.014150329360000019e-01 1.640930904569999904e-01 2.195992840450000094e-01 2.655078263330000188e-01 2.998123381989999947e-01 3.210142034710000147e-01 3.281862184950000150e-01 3.210149613789999856e-01 2.998127148020000021e-01 2.655077919989999868e-01 2.195992621470000128e-01 1.640924979379999871e-01 1.014153334590000011e-01 3.526154967200000045e-02 9.568881050000000452e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.000000000000000000e+00 3.427857418199999756e-02 1.013377809160000004e-01 1.639680726449999904e-01 2.194321863650000037e-01 2.653055109479999785e-01 2.995842231790000199e-01 3.207692588280000034e-01 3.279359995289999885e-01 3.207695580639999822e-01 2.995837312149999820e-01 2.653055861310000263e-01 2.194320016819999997e-01 1.639681490459999891e-01 1.013377779419999958e-01 3.643137303999999937e-02 2.152678974999999890e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.000000000000000000e+00 3.424218665699999692e-02 1.012296459280000033e-01 1.637931778149999962e-01 2.191977437529999961e-01 2.650226832729999926e-01 2.992646087840000191e-01 3.204273892180000138e-01 3.275856931109999981e-01 3.204267994469999770e-01 2.992642069700000018e-01 2.650225605040000265e-01 2.191977742110000071e-01 1.637933455499999968e-01 1.012299485729999948e-01 3.806844875899999953e-02 3.826424222000000125e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e+00 3.419505346499999987e-02 1.010905237379999960e-01 1.635683404870000024e-01 2.188969723670000089e-01 2.646586205509999790e-01 2.988538492089999887e-01 3.199875333950000234e-01 3.271360702739999904e-01 3.199875296870000052e-01 2.988536606630000092e-01 2.646581855699999819e-01 2.188968877440000127e-01 1.635684079359999987e-01 1.010907941410000010e-01 4.017273981200000094e-02 5.977411418999999809e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.000000000000000000e+00 3.413777781599999783e-02 1.009210635379999971e-01 1.632935253230000106e-01 2.185293535639999951e-01 2.642140485210000000e-01 2.983520176539999902e-01 3.194498448420000081e-01 3.265868979209999856e-01 3.194504659390000056e-01 2.983522134559999928e-01 2.642145910929999952e-01 2.185296709100000012e-01 1.632932622730000061e-01 1.009208983469999932e-01 4.274240547199999879e-02 8.604930446999999732e-03 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.000000000000000000e+00 3.406979841200000192e-02 1.007203758509999936e-01 1.629688793409999892e-01 2.180954798660000027e-01 2.636897225650000065e-01 2.977588225430000124e-01 3.188159543210000169e-01 3.259383772189999862e-01 3.188154832899999791e-01 2.977590074490000238e-01 2.636887468690000125e-01 2.180951414410000067e-01 1.629693455150000025e-01 1.008075275680000021e-01 4.569119669599999711e-02 1.162147092500000027e-02 8.712605399999999326e-05 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
8.000000000000000000e+00 3.399161575399999718e-02 1.004894812510000041e-01 1.625949052690000007e-01 2.175943895920000037e-01 2.630843419750000245e-01 2.970752016939999796e-01 3.180836359599999996e-01 3.251898883500000115e-01 3.180837504869999943e-01 2.970756008579999996e-01 2.630837200730000158e-01 2.175951618380000119e-01 1.625946592789999923e-01 1.009520857420000001e-01 4.881571208299999992e-02 1.482403583999999941e-02 4.629031940000000070e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
9.000000000000000000e+00 3.390294199800000102e-02 1.002276681439999984e-01 1.621715498780000042e-01 2.170272964280000050e-01 2.623986345289999744e-01 2.963023197419999977e-01 3.172558805460000131e-01 3.243425365850000075e-01 3.172546878160000250e-01 2.963020808019999897e-01 2.623991625989999799e-01 2.170278530360000013e-01 1.621717643799999997e-01 1.014334287410000035e-01 5.203560759399999958e-02 1.813255599899999890e-02 1.206506321000000003e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
