# 25 columns: angles [deg], flux factor slices 0, ..., 23
0.000000000000000000e+00 5.017825219460000374e-01 4.581488197679999819e-01 4.145155715209999925e-01 3.708824529029999817e-01 3.272490510519999729e-01 2.836160515500000256e-01 2.399828483879999919e-01 1.963495049650000046e-01 1.527162726000000081e-01 1.090831046669999971e-01 6.544982797199999647e-02 2.181661942600000154e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 5.017071246550000030e-01 4.580789301739999764e-01 4.144524141959999852e-01 3.708256284520000112e-01 3.272000437040000209e-01 2.835730476389999866e-01 2.399463150239999898e-01 1.963196064870000035e-01 1.526928455590000067e-01 1.090666414680000057e-01 6.543976211999999459e-02 2.205254961400000130e-02 2.392414270000000102e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000000e+00 5.014767397120000192e-01 4.578699235099999987e-01 4.142632696129999736e-01 3.706564460589999999e-01 3.270500536100000022e-01 2.834431279919999991e-01 2.398370582459999900e-01 1.962298455879999959e-01 1.526234194290000123e-01 1.090165295400000040e-01 6.541010719600000300e-02 2.276021083799999872e-02 9.569141729999999660e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.000000000000000000e+00 5.010928539979999652e-01 4.575207897090000086e-01 4.139474553970000081e-01 3.703744962959999998e-01 3.268008652809999970e-01 2.832275695500000023e-01 2.396540560229999950e-01 1.960808232210000113e-01 1.525068591400000062e-01 1.089334774129999961e-01 6.536014663700000227e-02 2.393935523800000062e-02 2.152658897999999883e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.000000000000000000e+00 5.005590493139999708e-01 4.570327805259999931e-01 4.135063135509999821e-01 3.699791877929999862e-01 3.264522112470000237e-01 2.829252569260000127e-01 2.393985811390000051e-01 1.958714238539999986e-01 1.523445435059999908e-01 1.088174986170000053e-01 6.529043432299999616e-02 2.559011024900000042e-02 3.826387984000000075e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e+00 4.998732289610000046e-01 4.564064684429999796e-01 4.129376274489999776e-01 3.694702987169999897e-01 3.260042274220000258e-01 2.825370723569999853e-01 2.390689653889999933e-01 1.956023287320000081e-01 1.521353833000000100e-01 1.086680267239999997e-01 6.520313892199999795e-02 2.770843881799999950e-02 5.974982210000000238e-03 2.328954999999999880e-06 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.000000000000000000e+00 4.990330533710000127e-01 4.556396561200000139e-01 4.122453958789999984e-01 3.688503991279999950e-01 3.254569514219999848e-01 2.820624849100000220e-01 2.386686572149999963e-01 1.952734899730000084e-01 1.518797514970000040e-01 1.084859339049999982e-01 6.524618354199999970e-02 3.014702068099999951e-02 8.449743508000000583e-03 1.551156210000000069e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.000000000000000000e+00 4.980408418119999792e-01 4.547351465589999919e-01 4.114261190140000024e-01 3.681182706119999759e-01 3.248101899549999949e-01 2.815024267540000014e-01 2.381940840189999964e-01 1.948857464169999887e-01 1.515781198620000103e-01 1.082692670429999948e-01 6.560601889400000108e-02 3.271763767199999812e-02 1.106423077199999994e-02 6.443448160000000285e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
8.000000000000000000e+00 4.968966632039999998e-01 4.536906734550000264e-01 4.104815079999999949e-01 3.672736677580000220e-01 3.240648368599999829e-01 2.808550501370000174e-01 2.376471243559999946e-01 1.944382055140000121e-01 1.512304360919999868e-01 1.080210921810000058e-01 6.634530954499999467e-02 3.535936368599999768e-02 1.375475095699999969e-02 1.532213280999999896e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
9.000000000000000000e+00 4.956037540609999903e-01 4.525092584939999774e-01 4.094112128829999753e-01 3.663163680120000154e-01 3.232202162319999794e-01 2.801241542060000089e-01 2.370278435929999983e-01 1.939316145280000070e-01 1.508365066469999904e-01 1.077406841730000064e-01 6.749155919600000053e-02 3.803947953700000106e-02 1.649147631700000061e-02 2.847572645000000062e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+01 4.941612397569999926e-01 4.511884692140000208e-01 4.082180308580000139e-01 3.652477155409999954e-01 3.222782735540000165e-01 2.793066320750000053e-01 2.363369233540000003e-01 1.933665894880000069e-01 1.503959680070000027e-01 1.074335915830000043e-01 6.905469125900000338e-02 4.074299454400000242e-02 1.925753726400000060e-02 4.598669187999999790e-03 7.603749999999999832e-06 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.100000000000000000e+01 4.925622137410000101e-01 4.497324940719999997e-01 4.068998542310000022e-01 3.640677167049999885e-01 3.212371260469999990e-01 2.784042873009999752e-01 2.355741286570000037e-01 1.927420068690000043e-01 1.499110775199999912e-01 1.072414141400000048e-01 7.090167391899999949e-02 4.345800362899999991e-02 2.204213223599999980e-02 6.655190206000000108e-03 1.623633850000000105e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.200000000000000000e+01 4.908168028120000193e-01 4.481382572939999753e-01 4.054575596159999962e-01 3.627778725620000033e-01 3.200978301699999862e-01 2.774189141019999805e-01 2.347386396130000108e-01 1.920592118560000006e-01 1.493788029110000026e-01 1.072965425680000029e-01 7.290977009599999836e-02 4.617807494500000137e-02 2.483862176699999993e-02 8.889869562000000253e-03 5.971770809999999525e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
