# 13 columns: angles [deg], flux factor slices 0, ..., 11
0.000000000000000000e+00 2.104467377429999897e-01 5.749511218110000543e-01 7.853982528130000196e-01 7.853977693029999818e-01 5.749510820880000539e-01 2.104469122969999939e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 2.104147680929999986e-01 5.748640518809999822e-01 7.852796282770000413e-01 7.852782966360000172e-01 5.748645252459999577e-01 2.106525539369999978e-01 2.392397489999999931e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000000e+00 2.103177775149999984e-01 5.746010536860000073e-01 7.849194722760000076e-01 7.849212311400000086e-01 5.746007637940000468e-01 2.112774115920000029e-01 9.568247270000000216e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.000000000000000000e+00 2.101592748099999908e-01 5.741630836679999517e-01 7.843230479349999618e-01 7.843219987859999520e-01 5.741633813240000217e-01 2.123110771349999981e-01 2.152786070000000003e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.000000000000000000e+00 2.099343866230000133e-01 5.735512867969999595e-01 7.834854543060000287e-01 7.834856675260000181e-01 5.735508066490000445e-01 2.137600662119999995e-01 3.826399436999999848e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e+00 2.096465034090000124e-01 5.727612131379999916e-01 7.824078464239999642e-01 7.824086898750000074e-01 5.727655265759999947e-01 2.156252901469999927e-01 5.977328554000000023e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.000000000000000000e+00 2.092943158720000085e-01 5.718008888740000462e-01 7.810951343019999493e-01 7.810960647629999754e-01 5.718013713630000217e-01 2.178984473950000000e-01 8.604728242000000624e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.000000000000000000e+00 2.088790639370000091e-01 5.706664286679999920e-01 7.795456828360000090e-01 7.795434308609999752e-01 5.706652582840000543e-01 2.205847645050000028e-01 1.170838741699999942e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
8.000000000000000000e+00 2.083989379550000021e-01 5.693580167380000168e-01 7.777531216740000142e-01 7.777583874429999655e-01 5.693561811209999490e-01 2.236870125440000023e-01 1.528706120500000071e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
9.000000000000000000e+00 2.078574354970000038e-01 5.678727333169999447e-01 7.757297520949999470e-01 7.757265128460000270e-01 5.678741655869999905e-01 2.271959447440000113e-01 1.933865544300000100e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+01 2.072494812050000024e-01 5.662167078459999781e-01 7.734637983569999653e-01 7.734641032969999941e-01 5.662164832239999779e-01 2.311149959300000112e-01 2.386379448799999872e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.100000000000000000e+01 2.065799764540000028e-01 5.643856515670000462e-01 7.709670083830000298e-01 7.709690254740000359e-01 5.643887638369999848e-01 2.354396177289999892e-01 2.885985296900000011e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.200000000000000000e+01 2.058485426030000065e-01 5.623884402709999897e-01 7.682343260239999916e-01 7.682341279030000525e-01 5.623883906459999915e-01 2.401749738570000126e-01 3.432583898799999866e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.300000000000000000e+01 2.050515842079999873e-01 5.602162338970000377e-01 7.652703081380000105e-01 7.652658770729999782e-01 5.602175643169999830e-01 2.453118716430000013e-01 4.025916700499999890e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.400000000000000000e+01 2.041973926229999903e-01 5.578723979680000333e-01 7.620682933479999699e-01 7.620712898510000333e-01 5.578706051420000422e-01 2.508528467489999914e-01 4.665947197099999666e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.500000000000000000e+01 2.032768188469999959e-01 5.553615178530000307e-01 7.586361156719999554e-01 7.586361607820000241e-01 5.553588675170000322e-01 2.567981194010000023e-01 5.352331248500000194e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.600000000000000000e+01 2.022935400460000033e-01 5.526799758039999677e-01 7.549719904589999864e-01 7.549727683539999568e-01 5.527350597810000155e-01 2.630865549999999997e-01 6.079304197100000168e-02 5.690249300000000028e-05 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.700000000000000000e+01 2.012509316009999938e-01 5.498293343710000114e-01 7.510811083070000338e-01 7.510828748669999833e-01 5.501434897820000058e-01 2.695769157760000145e-01 6.832379328200000046e-02 3.130240390000000239e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.800000000000000000e+01 2.001466954820000088e-01 5.468103567100000006e-01 7.469559744910000409e-01 7.469547297499999905e-01 5.476505722600000237e-01 2.761897766290000167e-01 7.604163565499999500e-02 8.397985290000000531e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.900000000000000000e+01 1.989819488669999914e-01 5.436296833820000174e-01 7.426114159869999787e-01 7.426063196919999720e-01 5.453080511900000316e-01 2.828806296340000137e-01 8.389885762800000646e-02 1.680769031000000019e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000000e+01 1.977550046459999877e-01 5.402779092630000113e-01 7.380332616060000239e-01 7.380311980989999743e-01 5.431442185100000541e-01 2.896197369699999857e-01 9.186703832199999420e-02 2.866190970999999820e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.100000000000000000e+01 1.964692918439999991e-01 5.367643170239999595e-01 7.332341265449999756e-01 7.332314017159999864e-01 5.411837365989999871e-01 2.963811607929999759e-01 9.991373534700000170e-02 4.417625363000000395e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.200000000000000000e+01 1.951214011999999887e-01 5.330832936539999789e-01 7.282083280790000446e-01 7.282075527920000013e-01 5.394384183839999736e-01 3.031508861839999902e-01 1.080260499590000034e-01 6.352625637999999818e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.300000000000000000e+01 1.937181239209999906e-01 5.292471502100000169e-01 7.229623651340000290e-01 7.229641390859999905e-01 5.379317579529999671e-01 3.099000457159999944e-01 1.161866366719999932e-01 8.684003298999999274e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.400000000000000000e+01 1.922534183119999907e-01 5.252452029109999643e-01 7.174996584380000098e-01 7.174998392789999624e-01 5.366655285039999557e-01 3.166334137249999792e-01 1.243827833229999985e-01 1.142113801200000077e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.500000000000000000e+01 1.907288772300000101e-01 5.210833386700000069e-01 7.118155675939999982e-01 7.118116126739999494e-01 5.356531105480000221e-01 3.233326105170000186e-01 1.325994353790000135e-01 1.457322667299999937e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.600000000000000000e+01 1.891482302609999999e-01 5.167605848109999567e-01 7.059120567790000411e-01 7.059084988799999572e-01 5.349067410619999796e-01 3.299773828309999768e-01 1.408289363859999976e-01 1.814530795100000038e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.700000000000000000e+01 1.875086336229999928e-01 5.122864375769999867e-01 6.997918037260000279e-01 6.997946215229999822e-01 5.344327669239999912e-01 3.365708781380000181e-01 1.490628638400000039e-01 2.214321093599999971e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.800000000000000000e+01 1.858134386430000118e-01 5.076528661610000270e-01 6.934651048169999665e-01 6.934639409609999472e-01 5.342238351300000465e-01 3.431061536889999930e-01 1.572944195880000007e-01 2.657096349900000057e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.900000000000000000e+01 1.840611876029999983e-01 5.028605515780000257e-01 6.869254439859999728e-01 6.869248212159999589e-01 5.342975396550000422e-01 3.495795380400000263e-01 1.655184841369999882e-01 3.142998204200000284e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.000000000000000000e+01 1.822520922579999869e-01 4.979239425349999970e-01 6.801764928650000375e-01 6.801741039180000392e-01 5.346448110299999446e-01 3.559756971590000152e-01 1.737220049540000033e-01 3.672523799599999861e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.100000000000000000e+01 1.803881067560000051e-01 4.928277831819999899e-01 6.732192012530000547e-01 6.732562089420000007e-01 5.352444617549999561e-01 3.622940113109999749e-01 1.819038720449999980e-01 4.241717311700000242e-02 3.937504600000000078e-05 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.200000000000000000e+01 1.784690387089999941e-01 4.875884608839999856e-01 6.660570377540000475e-01 6.662757768210000320e-01 5.359937315599999641e-01 3.685299394850000132e-01 1.900586777449999876e-01 4.840562966899999986e-02 2.194062259999999978e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.300000000000000000e+01 1.764960441250000012e-01 4.821959416819999733e-01 6.586896989360000454e-01 6.592817368669999789e-01 5.368285764850000419e-01 3.746771439439999796e-01 1.981865096950000127e-01 5.463644902800000175e-02 5.961720729999999899e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.400000000000000000e+01 1.744693124570000087e-01 4.766579638060000068e-01 6.511266186370000542e-01 6.523290254700000457e-01 5.377270605780000157e-01 3.807351343390000253e-01 2.062694494539999979e-01 6.107181571999999864e-02 1.207167003000000080e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.500000000000000000e+01 1.723879950509999981e-01 4.709744848829999775e-01 6.433615495300000209e-01 6.454396197880000186e-01 5.386485073850000305e-01 3.867002751870000088e-01 2.143131542939999967e-01 6.767924484500000004e-02 2.080631876999999852e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.600000000000000000e+01 1.702548480180000046e-01 4.651461782699999881e-01 6.354002625629999734e-01 6.386415723889999896e-01 5.395831056290000260e-01 3.925666390529999883e-01 2.223156009950000012e-01 7.443888375500000432e-02 3.239197615999999790e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.700000000000000000e+01 1.680700240540000112e-01 4.591775671950000248e-01 6.272470567829999677e-01 6.319499089910000089e-01 5.405099236660000361e-01 3.983379926589999953e-01 2.302664169270000061e-01 8.133346701200000473e-02 4.701606883000000042e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.800000000000000000e+01 1.658348259090000054e-01 4.530695733649999779e-01 6.189008180330000108e-01 6.253887278330000354e-01 5.414158227690000214e-01 4.040008983589999936e-01 2.381628799949999931e-01 8.834464930400000304e-02 6.482800539999999945e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.900000000000000000e+01 1.635470454050000078e-01 4.468230567820000165e-01 6.103658000320000276e-01 6.189628044189999789e-01 5.422761089369999565e-01 4.095509172460000125e-01 2.460035312059999923e-01 9.545745587499999962e-02 8.595958492999999229e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.000000000000000000e+01 1.612112654400000011e-01 4.404373708529999987e-01 6.016507611689999591e-01 6.127029077550000258e-01 5.430995587670000013e-01 4.149935122469999849e-01 2.537881231690000128e-01 1.026586711050000017e-01 1.105246425700000083e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.100000000000000000e+01 1.588265176349999974e-01 4.339198816959999871e-01 5.927460470559999806e-01 6.066087599430000088e-01 5.438564601630000439e-01 4.203309490689999817e-01 2.615042733879999748e-01 1.099365741590000028e-01 1.386082660899999944e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.200000000000000000e+01 1.563922152259999976e-01 4.272727150789999984e-01 5.836654597729999949e-01 6.006943391050000303e-01 5.445540434360000015e-01 4.255473967730000195e-01 2.691560839700000152e-01 1.172811947619999962e-01 1.702998735500000152e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.300000000000000000e+01 1.539111089119999942e-01 4.204906834939999838e-01 5.744045762099999619e-01 5.949688145370000125e-01 5.451740032070000463e-01 4.306439348939999912e-01 2.767404426300000275e-01 1.246852602360000034e-01 2.056637437899999990e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.400000000000000000e+01 1.513830632129999909e-01 4.135861233400000003e-01 5.649671656850000501e-01 5.894435526510000134e-01 5.457218584209999612e-01 4.356299117690000111e-01 2.842435668700000195e-01 1.321390904439999903e-01 2.447707696700000130e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
