# 19 columns: angles [deg], flux factor slices 0, ..., 17
0.000000000000000000e+00 9.473058403600000121e-02 2.727659607749999826e-01 4.179018684649999926e-01 5.126324766719999593e-01 5.455319627800000459e-01 5.126320920839999573e-01 4.179019354469999947e-01 2.727659423059999866e-01 9.473056308900000555e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+00 9.471616196800000664e-02 2.727248551690000244e-01 4.178387876970000026e-01 5.125538040799999528e-01 5.454487532380000170e-01 5.125541490499999631e-01 4.178369390539999895e-01 2.727249296340000240e-01 9.495548029799999457e-02 2.392456820000000029e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.000000000000000000e+00 9.467309332800000199e-02 2.726000565860000058e-01 4.176480114700000246e-01 5.123207925789999839e-01 5.452008821079999956e-01 5.123205562899999510e-01 4.176475838959999853e-01 2.725995850810000176e-01 9.563015469699999438e-02 9.569142829999999602e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
3.000000000000000000e+00 9.460093598100000056e-02 2.723918127230000041e-01 4.173297174300000245e-01 5.119286316240000412e-01 5.447847662489999632e-01 5.119286069370000414e-01 4.173288738190000235e-01 2.723917484760000063e-01 9.675410303299999959e-02 2.152780903999999829e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
4.000000000000000000e+00 9.449969332700000613e-02 2.721020130690000038e-01 4.168840628720000274e-01 5.113831983359999889e-01 5.442032840460000465e-01 5.113825114319999754e-01 4.168822788339999752e-01 2.721006175249999770e-01 9.832676461900000109e-02 3.826267097999999992e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e+00 9.437029930699999958e-02 2.717286179860000095e-01 4.163120054880000143e-01 5.106817959239999816e-01 5.434548561269999523e-01 5.106794134719999656e-01 4.163102511710000120e-01 2.717277969299999874e-01 1.003484036469999979e-01 5.977318518000000226e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
6.000000000000000000e+00 9.421152224199999536e-02 2.712717710220000078e-01 4.156133343480000186e-01 5.098247161379999559e-01 5.425433775260000147e-01 5.098236404210000350e-01 4.156124142159999812e-01 2.712707727840000249e-01 1.028169696239999986e-01 8.604940304999999373e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
7.000000000000000000e+00 9.402462093499999729e-02 2.707334165470000054e-01 4.147858881490000260e-01 5.088120617770000020e-01 5.414648613020000001e-01 5.088100289000000442e-01 4.147862569560000212e-01 2.707340059289999878e-01 1.057322188459999951e-01 1.170859122500000037e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
8.000000000000000000e+00 9.380829477100000036e-02 2.701123978300000172e-01 4.138352778980000091e-01 5.076418234620000414e-01 5.402233529619999697e-01 5.076446356639999768e-01 4.138368697040000210e-01 2.701120823400000037e-01 1.090951470300000059e-01 1.528697650099999916e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
9.000000000000000000e+00 9.356432205299999860e-02 2.694083904110000094e-01 4.127552792120000036e-01 5.063207698360000508e-01 5.388141591589999946e-01 5.063214783180000067e-01 4.127566551960000218e-01 2.694084008939999775e-01 1.129041790120000055e-01 1.933903027900000030e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.000000000000000000e+01 9.329152825599999754e-02 2.686213541069999988e-01 4.115524073660000171e-01 5.048451848870000314e-01 5.372431554540000320e-01 5.048442005859999915e-01 4.115517165470000127e-01 2.686214770959999831e-01 1.171548107200000022e-01 2.386383257299999963e-02 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.100000000000000000e+01 9.299008174200000532e-02 2.677548543009999893e-01 4.102236063340000127e-01 5.032126531620000343e-01 5.355088734259999539e-01 5.032139522590000080e-01 4.102229101470000194e-01 2.678253336579999866e-01 1.217807495109999999e-01 2.879077162100000115e-02 6.915047299999999410e-05 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.200000000000000000e+01 9.266053663100000393e-02 2.668051319490000184e-01 4.087691646159999914e-01 5.014292478270000464e-01 5.336101226280000054e-01 5.014303890879999726e-01 4.087698611989999953e-01 2.671810967919999724e-01 1.266090422020000050e-01 3.394988524399999985e-02 3.755785700000000005e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.300000000000000000e+01 9.230283174799999713e-02 2.657752883539999944e-01 4.071912111700000114e-01 4.994949506670000039e-01 5.315499130669999461e-01 4.994930665990000018e-01 4.071916720389999744e-01 2.667726156090000078e-01 1.315656924280000084e-01 3.926199136200000245e-02 9.968818050000000618e-04 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.400000000000000000e+01 9.191664199500000632e-02 2.646639257869999873e-01 4.054873159440000041e-01 4.974038817190000183e-01 5.293281759610000137e-01 4.974051747270000212e-01 4.054868770469999828e-01 2.666396412729999943e-01 1.365987849109999985e-01 4.468302888299999914e-02 1.975974810999999928e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.500000000000000000e+01 9.150313865100000166e-02 2.634719766970000099e-01 4.036635600310000127e-01 4.951634934549999922e-01 5.269441594249999472e-01 4.951633495869999790e-01 4.036594649590000139e-01 2.668134723580000145e-01 1.416848018849999891e-01 5.018230014899999897e-02 3.340529817999999835e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.600000000000000000e+01 9.106141171800000156e-02 2.621993393379999926e-01 4.017129400850000254e-01 4.927726141739999788e-01 5.243989777449999945e-01 4.927735841349999979e-01 4.017138016640000031e-01 2.673079625179999863e-01 1.467995836029999945e-01 5.573931421199999903e-02 5.109878602000000186e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
1.700000000000000000e+01 9.059158542799999880e-02 2.608479256360000109e-01 3.996410407900000128e-01 4.902329035479999764e-01 5.216967710100000044e-01 4.902327197179999763e-01 3.996407866839999934e-01 2.681436719509999733e-01 1.519315508590000086e-01 6.133949421200000224e-02 7.297020724000000125e-03 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
